Date/Time,Pressure,Temp F,,Notes
8/19/2023 10:45,1.0654,82.508,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 11:00,1.0659,82.864,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 11:15,1.0666,83.399,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 11:30,1.067,83.757,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 11:45,1.0672,83.935,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 12:00,1.0673,84.115,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 12:15,1.0673,84.115,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 12:30,1.0676,84.295,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 12:45,1.0678,84.474,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 13:00,1.0707,84.834,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 13:15,1.0707,84.834,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 13:30,1.071,85.014,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 13:45,1.0705,84.654,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 14:00,1.0702,84.474,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 14:15,1.0682,84.834,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 14:30,1.0711,85.194,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 14:45,1.071,85.014,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 15:00,1.0711,85.194,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 15:15,1.0715,85.554,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 15:30,1.0718,85.735,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 15:45,1.0715,85.554,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 16:00,1.0714,85.374,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 16:15,1.0714,85.374,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 16:30,1.071,85.014,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 16:45,1.071,85.014,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 17:00,1.0707,84.834,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 17:15,1.0702,84.474,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 17:30,1.0694,83.757,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 17:45,1.0685,83.043,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 18:00,1.0653,82.33,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 18:15,1.0646,81.797,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 18:30,1.0641,81.442,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 18:45,1.0636,80.911,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 19:00,1.0631,80.559,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 19:15,1.063,80.382,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 19:30,1.0625,80.029,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 19:45,1.0621,79.678,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 20:00,1.0618,79.502,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 20:15,1.0617,79.326,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 20:30,1.0615,79.151,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 20:45,1.0615,79.151,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 21:00,1.0615,79.151,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 21:15,1.0612,78.975,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 21:30,1.0611,78.8,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 21:45,1.0611,78.8,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 22:00,1.0608,78.624,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 22:15,1.1039,78.449,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 22:30,1.0676,78.274,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 22:45,1.0628,78.274,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 23:00,1.1082,78.098,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 23:15,1.0698,78.098,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 23:30,1.1106,77.923,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/19/2023 23:45,1.0718,77.749,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 0:00,1.1077,77.574,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 0:15,1.0692,77.574,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 0:30,1.1098,77.4,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 0:45,1.1146,77.4,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 1:00,1.0714,77.4,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 1:15,1.1027,77.4,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 1:30,1.1146,77.4,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 1:45,1.1145,77.225,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 2:00,1.0736,77.225,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 2:15,1.1094,77.05,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 2:30,1.1143,77.05,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 2:45,1.1119,77.05,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 3:00,1.0734,77.05,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 3:15,1.0636,76.876,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 3:30,1.1068,76.876,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 3:45,1.114,76.876,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 4:00,1.1165,76.876,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 4:15,1.1187,76.703,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 4:30,1.1162,76.703,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 4:45,1.1162,76.703,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 5:00,1.1162,76.703,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 5:15,1.0755,76.703,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 5:30,1.0634,76.703,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 5:45,1.0633,76.528,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 6:00,1.063,76.354,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 6:15,1.0607,76.354,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 6:30,1.0628,76.181,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 6:45,1.0699,76.181,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 7:00,1.1013,76.181,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 7:15,1.0704,76.528,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 7:30,1.0634,76.703,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 7:45,1.0612,76.876,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 8:00,1.1049,77.225,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 8:15,1.1127,77.749,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 8:30,1.0701,78.274,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 8:45,1.0634,78.8,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 9:00,1.0668,79.502,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 9:15,1.0627,80.206,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 9:30,1.0634,80.735,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 9:45,1.0641,81.442,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 10:00,1.1106,81.975,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 10:15,1.0701,82.33,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 10:30,1.0659,82.864,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 10:45,1.0663,83.221,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 11:00,1.0668,83.579,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 11:15,1.0672,83.935,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 11:30,1.0676,84.295,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 11:45,1.0678,84.474,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 12:00,1.0681,84.654,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 12:15,1.0705,84.654,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 12:30,1.0681,84.654,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 12:45,1.0681,84.654,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 13:00,1.0705,84.654,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 13:15,1.0705,84.654,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 13:30,1.0682,84.834,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 13:45,1.0685,85.014,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 14:00,1.0715,85.554,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 14:15,1.0718,85.735,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 14:30,1.0718,85.735,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 14:45,1.0718,85.735,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 15:00,1.0718,85.735,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 15:15,1.0718,85.735,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 15:30,1.0715,85.554,,Received shock warning from the HOBO logger. Pressure readings are still weird.
8/20/2023 15:45,1.0714,85.374,,Received shock warning from the HOBO logger. Pressure readings are still weird.
